transaction_id,transaction_date,transaction_month,transaction_year,month_name,account_id,customer_id,transaction_type,category,merchant,amount,amount_abs,income_amount,expense_amount,net_amount,payment_method,location,is_recurring,is_unusual,balance_after_transaction,category_budget,category_month_expense,budget_variance,budget_variance_pct,budget_status
TXN0000019,2025-01-01,2025-01-01,2025,January,ACC00073,CUST0060,Expense,Shopping,StyleMarket,-128.96,128.96,0.0,128.96,-128.96,Credit Card,Online,False,False,1336.0,7000.0,5131.63,1868.37,0.2669,Within Budget
TXN0000020,2025-01-01,2025-01-01,2025,January,ACC00082,CUST0068,Expense,Groceries,DailyBasket,-92.22,92.22,0.0,92.22,-92.22,Credit Card,Bristol,False,False,3229.99,2100.0,2476.99,-376.99,-0.1795,Over Budget
TXN0000021,2025-01-01,2025-01-01,2025,January,ACC00094,CUST0077,Expense,Rent,CityRent,-836.27,836.27,0.0,836.27,-836.27,Direct Debit,London,True,False,4066.27,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000022,2025-01-01,2025-01-01,2025,January,ACC00108,CUST0088,Refund,Refunds,Travel Refund,192.14,192.14,0.0,0.0,192.14,Debit Card,Glasgow,False,False,1798.04,0.0,0.0,0.0,0.0,Not Budgeted
TXN0000023,2025-01-01,2025-01-01,2025,January,ACC00111,CUST0090,Expense,Rent,CityRent,-1739.31,1739.31,0.0,1739.31,-1739.31,Direct Debit,Liverpool,True,False,6162.92,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000024,2025-01-01,2025-01-01,2025,January,ACC00127,CUST0102,Expense,Rent,CityRent,-1330.76,1330.76,0.0,1330.76,-1330.76,Direct Debit,Leeds,True,False,6433.63,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000025,2025-01-01,2025-01-01,2025,January,ACC00138,CUST0110,Expense,Rent,CityRent,-1298.08,1298.08,0.0,1298.08,-1298.08,Direct Debit,Liverpool,True,False,3851.28,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000026,2025-01-01,2025-01-01,2025,January,ACC00146,CUST0117,Expense,Rent,CityRent,-1181.59,1181.59,0.0,1181.59,-1181.59,Direct Debit,Liverpool,True,False,3509.97,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000027,2025-01-01,2025-01-01,2025,January,ACC00148,CUST0119,Expense,Rent,CityRent,-1941.56,1941.56,0.0,1941.56,-1941.56,Direct Debit,Edinburgh,True,False,5434.89,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000028,2025-01-02,2025-01-01,2025,January,ACC00004,CUST0004,Expense,Rent,CityRent,-908.44,908.44,0.0,908.44,-908.44,Direct Debit,Edinburgh,True,False,3529.76,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000029,2025-01-02,2025-01-01,2025,January,ACC00005,CUST0004,Expense,Rent,CityRent,-860.84,860.84,0.0,860.84,-860.84,Direct Debit,Edinburgh,True,False,2916.78,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000030,2025-01-02,2025-01-01,2025,January,ACC00014,CUST0011,Expense,Rent,CityRent,-1972.88,1972.88,0.0,1972.88,-1972.88,Direct Debit,Glasgow,True,False,4908.65,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000031,2025-01-02,2025-01-01,2025,January,ACC00020,CUST0016,Expense,Rent,CityRent,-1503.74,1503.74,0.0,1503.74,-1503.74,Direct Debit,Bristol,True,False,1746.72,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000032,2025-01-02,2025-01-01,2025,January,ACC00029,CUST0023,Expense,Dining,LunchLane,-56.61,56.61,0.0,56.61,-56.61,Credit Card,Liverpool,False,False,6992.88,1800.0,1630.61,169.39,0.0941,Within Budget
TXN0000033,2025-01-02,2025-01-01,2025,January,ACC00031,CUST0025,Expense,Rent,CityRent,-1102.75,1102.75,0.0,1102.75,-1102.75,Direct Debit,London,True,False,-146.96,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000034,2025-01-02,2025-01-01,2025,January,ACC00032,CUST0026,Expense,Rent,CityRent,-983.32,983.32,0.0,983.32,-983.32,Direct Debit,Cardiff,True,False,1497.73,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000035,2025-01-02,2025-01-01,2025,January,ACC00032,CUST0026,Expense,Shopping,StyleMarket,-86.6,86.6,0.0,86.6,-86.6,Debit Card,Birmingham,False,False,1411.13,7000.0,5131.63,1868.37,0.2669,Within Budget
TXN0000036,2025-01-02,2025-01-01,2025,January,ACC00036,CUST0029,Expense,Rent,CityRent,-1158.58,1158.58,0.0,1158.58,-1158.58,Direct Debit,Leeds,True,False,6047.78,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000037,2025-01-02,2025-01-01,2025,January,ACC00038,CUST0031,Expense,Rent,CityRent,-1127.04,1127.04,0.0,1127.04,-1127.04,Direct Debit,Leeds,True,False,-238.53,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000038,2025-01-02,2025-01-01,2025,January,ACC00039,CUST0031,Expense,Rent,CityRent,-1423.43,1423.43,0.0,1423.43,-1423.43,Direct Debit,Leeds,True,False,23.97,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000039,2025-01-02,2025-01-01,2025,January,ACC00040,CUST0032,Expense,Groceries,DailyBasket,-58.42,58.42,0.0,58.42,-58.42,Debit Card,London,False,False,4475.16,2100.0,2476.99,-376.99,-0.1795,Over Budget
TXN0000040,2025-01-02,2025-01-01,2025,January,ACC00045,CUST0037,Expense,Rent,CityRent,-1667.81,1667.81,0.0,1667.81,-1667.81,Direct Debit,Leeds,True,False,6573.41,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000041,2025-01-02,2025-01-01,2025,January,ACC00050,CUST0042,Expense,Rent,CityRent,-1597.4,1597.4,0.0,1597.4,-1597.4,Direct Debit,London,True,False,1642.04,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000042,2025-01-02,2025-01-01,2025,January,ACC00051,CUST0043,Expense,Rent,CityRent,-1338.02,1338.02,0.0,1338.02,-1338.02,Direct Debit,Liverpool,True,False,6471.88,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000043,2025-01-02,2025-01-01,2025,January,ACC00052,CUST0043,Expense,Rent,CityRent,-1073.0,1073.0,0.0,1073.0,-1073.0,Direct Debit,Liverpool,True,False,5922.71,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000044,2025-01-02,2025-01-01,2025,January,ACC00056,CUST0046,Expense,Rent,CityRent,-1060.0,1060.0,0.0,1060.0,-1060.0,Direct Debit,Cardiff,True,False,-14.6,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000045,2025-01-02,2025-01-01,2025,January,ACC00063,CUST0052,Expense,Transport,RideLoop,-75.28,75.28,0.0,75.28,-75.28,Credit Card,London,False,False,4663.98,1600.0,1279.83,320.17,0.2001,Within Budget
TXN0000046,2025-01-02,2025-01-01,2025,January,ACC00066,CUST0054,Expense,Groceries,GreenGrocer,-84.88,84.88,0.0,84.88,-84.88,Debit Card,Liverpool,False,False,2269.83,2100.0,2476.99,-376.99,-0.1795,Over Budget
TXN0000047,2025-01-02,2025-01-01,2025,January,ACC00081,CUST0067,Expense,Rent,CityRent,-1905.13,1905.13,0.0,1905.13,-1905.13,Direct Debit,London,True,False,6210.48,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000048,2025-01-02,2025-01-01,2025,January,ACC00085,CUST0070,Expense,Rent,CityRent,-1114.21,1114.21,0.0,1114.21,-1114.21,Direct Debit,Bristol,True,False,1764.21,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000049,2025-01-02,2025-01-01,2025,January,ACC00096,CUST0078,Expense,Rent,CityRent,-1249.3,1249.3,0.0,1249.3,-1249.3,Direct Debit,Bristol,True,False,1108.84,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000050,2025-01-02,2025-01-01,2025,January,ACC00103,CUST0084,Expense,Rent,CityRent,-1755.29,1755.29,0.0,1755.29,-1755.29,Direct Debit,Birmingham,True,False,4206.7,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000051,2025-01-02,2025-01-01,2025,January,ACC00104,CUST0085,Expense,Rent,CityRent,-1289.68,1289.68,0.0,1289.68,-1289.68,Direct Debit,Liverpool,True,False,2888.97,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000052,2025-01-02,2025-01-01,2025,January,ACC00107,CUST0087,Expense,Rent,CityRent,-876.13,876.13,0.0,876.13,-876.13,Direct Debit,Bristol,True,False,6337.41,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000053,2025-01-02,2025-01-01,2025,January,ACC00108,CUST0088,Expense,Rent,CityRent,-1660.51,1660.51,0.0,1660.51,-1660.51,Direct Debit,Liverpool,True,False,137.53,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000054,2025-01-02,2025-01-01,2025,January,ACC00113,CUST0092,Expense,Rent,CityRent,-1060.08,1060.08,0.0,1060.08,-1060.08,Direct Debit,Cardiff,True,False,5050.95,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000055,2025-01-02,2025-01-01,2025,January,ACC00116,CUST0095,Expense,Rent,CityRent,-1249.42,1249.42,0.0,1249.42,-1249.42,Direct Debit,Liverpool,True,False,3.02,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000056,2025-01-02,2025-01-01,2025,January,ACC00119,CUST0096,Expense,Shopping,ShopHub,-288.02,288.02,0.0,288.02,-288.02,Credit Card,Online,False,False,2987.76,7000.0,5131.63,1868.37,0.2669,Within Budget
TXN0000057,2025-01-02,2025-01-01,2025,January,ACC00121,CUST0098,Expense,Rent,CityRent,-1696.08,1696.08,0.0,1696.08,-1696.08,Direct Debit,Manchester,True,False,278.91,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000058,2025-01-02,2025-01-01,2025,January,ACC00122,CUST0099,Expense,Rent,CityRent,-1338.68,1338.68,0.0,1338.68,-1338.68,Direct Debit,Glasgow,True,False,-178.9,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000059,2025-01-02,2025-01-01,2025,January,ACC00123,CUST0099,Expense,Rent,CityRent,-2103.24,2103.24,0.0,2103.24,-2103.24,Direct Debit,Glasgow,True,False,46.28,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000060,2025-01-03,2025-01-01,2025,January,ACC00012,CUST0010,Expense,Rent,CityRent,-936.31,936.31,0.0,936.31,-936.31,Direct Debit,Edinburgh,True,False,3637.47,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000061,2025-01-03,2025-01-01,2025,January,ACC00019,CUST0015,Expense,Rent,CityRent,-1767.19,1767.19,0.0,1767.19,-1767.19,Direct Debit,Cardiff,True,False,5751.0,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000062,2025-01-03,2025-01-01,2025,January,ACC00022,CUST0018,Expense,Rent,CityRent,-1852.13,1852.13,0.0,1852.13,-1852.13,Direct Debit,Liverpool,True,False,4512.58,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000063,2025-01-03,2025-01-01,2025,January,ACC00032,CUST0026,Expense,Healthcare,GymCore,-59.35,59.35,0.0,59.35,-59.35,Direct Debit,Cardiff,True,False,1351.78,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000064,2025-01-03,2025-01-01,2025,January,ACC00034,CUST0028,Expense,Healthcare,GymCore,-66.69,66.69,0.0,66.69,-66.69,Direct Debit,Leeds,True,False,2968.8,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000065,2025-01-03,2025-01-01,2025,January,ACC00043,CUST0035,Expense,Healthcare,GymCore,-61.02,61.02,0.0,61.02,-61.02,Direct Debit,Manchester,True,False,5870.33,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000066,2025-01-03,2025-01-01,2025,January,ACC00055,CUST0046,Expense,Rent,CityRent,-1886.13,1886.13,0.0,1886.13,-1886.13,Direct Debit,Cardiff,True,False,2265.07,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000067,2025-01-03,2025-01-01,2025,January,ACC00058,CUST0048,Expense,Rent,CityRent,-1680.76,1680.76,0.0,1680.76,-1680.76,Direct Debit,Glasgow,True,False,3896.69,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000068,2025-01-03,2025-01-01,2025,January,ACC00068,CUST0056,Expense,Rent,CityRent,-982.5,982.5,0.0,982.5,-982.5,Direct Debit,Glasgow,True,False,7155.63,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000069,2025-01-03,2025-01-01,2025,January,ACC00068,CUST0056,Expense,Healthcare,GymCore,-31.16,31.16,0.0,31.16,-31.16,Direct Debit,Glasgow,True,False,7124.47,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000070,2025-01-03,2025-01-01,2025,January,ACC00075,CUST0062,Expense,Rent,CityRent,-1289.19,1289.19,0.0,1289.19,-1289.19,Direct Debit,London,True,False,6119.3,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000071,2025-01-03,2025-01-01,2025,January,ACC00076,CUST0063,Expense,Healthcare,GymCore,-49.66,49.66,0.0,49.66,-49.66,Direct Debit,Edinburgh,True,False,3064.96,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000072,2025-01-03,2025-01-01,2025,January,ACC00085,CUST0070,Expense,Shopping,ShopHub,-69.65,69.65,0.0,69.65,-69.65,Debit Card,Glasgow,False,False,1694.56,7000.0,5131.63,1868.37,0.2669,Within Budget
TXN0000073,2025-01-03,2025-01-01,2025,January,ACC00090,CUST0074,Transfer,Transfers,Internal Transfer,-315.92,315.92,0.0,0.0,-315.92,Bank Transfer,London,False,False,6836.54,12000.0,0.0,12000.0,1.0,Within Budget
TXN0000074,2025-01-03,2025-01-01,2025,January,ACC00093,CUST0076,Expense,Rent,CityRent,-2101.92,2101.92,0.0,2101.92,-2101.92,Direct Debit,Edinburgh,True,False,-307.8,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000075,2025-01-03,2025-01-01,2025,January,ACC00097,CUST0079,Expense,Rent,CityRent,-1280.81,1280.81,0.0,1280.81,-1280.81,Direct Debit,Liverpool,True,False,5552.76,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000076,2025-01-03,2025-01-01,2025,January,ACC00101,CUST0082,Expense,Rent,CityRent,-1797.01,1797.01,0.0,1797.01,-1797.01,Direct Debit,Leeds,True,False,6834.66,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000077,2025-01-03,2025-01-01,2025,January,ACC00102,CUST0083,Expense,Rent,CityRent,-1778.04,1778.04,0.0,1778.04,-1778.04,Direct Debit,Glasgow,True,False,-871.71,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000078,2025-01-03,2025-01-01,2025,January,ACC00103,CUST0084,Expense,Healthcare,GymCore,-39.41,39.41,0.0,39.41,-39.41,Direct Debit,Birmingham,True,False,4167.29,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000079,2025-01-03,2025-01-01,2025,January,ACC00104,CUST0085,Expense,Groceries,DailyBasket,-47.78,47.78,0.0,47.78,-47.78,Credit Card,Bristol,False,False,2841.19,2100.0,2476.99,-376.99,-0.1795,Over Budget
TXN0000080,2025-01-03,2025-01-01,2025,January,ACC00105,CUST0085,Expense,Rent,CityRent,-1226.87,1226.87,0.0,1226.87,-1226.87,Direct Debit,Liverpool,True,False,7492.85,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000081,2025-01-03,2025-01-01,2025,January,ACC00109,CUST0088,Expense,Entertainment,GameHub,-59.99,59.99,0.0,59.99,-59.99,Debit Card,Birmingham,False,False,7524.27,900.0,863.59,36.41,0.0405,Within Budget
TXN0000082,2025-01-03,2025-01-01,2025,January,ACC00110,CUST0089,Expense,Healthcare,GymCore,-58.48,58.48,0.0,58.48,-58.48,Direct Debit,Birmingham,True,False,5046.91,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000083,2025-01-03,2025-01-01,2025,January,ACC00114,CUST0093,Expense,Rent,CityRent,-2067.31,2067.31,0.0,2067.31,-2067.31,Direct Debit,Edinburgh,True,False,689.76,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000084,2025-01-03,2025-01-01,2025,January,ACC00117,CUST0095,Expense,Healthcare,GymCore,-33.79,33.79,0.0,33.79,-33.79,Direct Debit,Liverpool,True,False,5600.01,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000085,2025-01-03,2025-01-01,2025,January,ACC00124,CUST0100,Expense,Rent,CityRent,-1907.35,1907.35,0.0,1907.35,-1907.35,Direct Debit,Manchester,True,False,3699.14,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000086,2025-01-03,2025-01-01,2025,January,ACC00128,CUST0103,Expense,Shopping,TechCorner,-314.36,314.36,0.0,314.36,-314.36,Debit Card,Cardiff,False,False,2350.62,7000.0,5131.63,1868.37,0.2669,Within Budget
TXN0000087,2025-01-03,2025-01-01,2025,January,ACC00134,CUST0107,Expense,Healthcare,GymCore,-45.92,45.92,0.0,45.92,-45.92,Direct Debit,Leeds,True,False,7655.75,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000088,2025-01-03,2025-01-01,2025,January,ACC00136,CUST0108,Expense,Rent,CityRent,-957.99,957.99,0.0,957.99,-957.99,Direct Debit,Edinburgh,True,False,6398.82,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000089,2025-01-03,2025-01-01,2025,January,ACC00137,CUST0109,Expense,Rent,CityRent,-1315.02,1315.02,0.0,1315.02,-1315.02,Direct Debit,Cardiff,True,False,5850.65,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000090,2025-01-03,2025-01-01,2025,January,ACC00141,CUST0112,Expense,Rent,CityRent,-1312.36,1312.36,0.0,1312.36,-1312.36,Direct Debit,Liverpool,True,False,1599.29,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000091,2025-01-03,2025-01-01,2025,January,ACC00142,CUST0113,Expense,Rent,CityRent,-1544.18,1544.18,0.0,1544.18,-1544.18,Direct Debit,London,True,False,2616.0,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000092,2025-01-04,2025-01-01,2025,January,ACC00002,CUST0002,Expense,Rent,CityRent,-940.25,940.25,0.0,940.25,-940.25,Direct Debit,Bristol,True,False,541.42,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000093,2025-01-04,2025-01-01,2025,January,ACC00006,CUST0005,Expense,Transport,QuickFuel,-126.39,126.39,0.0,126.39,-126.39,Credit Card,Online,False,False,7402.53,1600.0,1279.83,320.17,0.2001,Within Budget
TXN0000094,2025-01-04,2025-01-01,2025,January,ACC00007,CUST0006,Expense,Rent,CityRent,-1041.07,1041.07,0.0,1041.07,-1041.07,Direct Debit,Edinburgh,True,False,1545.01,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000095,2025-01-04,2025-01-01,2025,January,ACC00020,CUST0016,Expense,Healthcare,GymCore,-31.56,31.56,0.0,31.56,-31.56,Direct Debit,Bristol,True,False,1715.16,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000096,2025-01-04,2025-01-01,2025,January,ACC00025,CUST0020,Expense,Healthcare,GymCore,-46.54,46.54,0.0,46.54,-46.54,Direct Debit,Manchester,True,False,4575.76,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000097,2025-01-04,2025-01-01,2025,January,ACC00028,CUST0022,Expense,Healthcare,GymCore,-57.51,57.51,0.0,57.51,-57.51,Direct Debit,Liverpool,True,False,5142.01,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000098,2025-01-04,2025-01-01,2025,January,ACC00030,CUST0024,Expense,Rent,CityRent,-1727.78,1727.78,0.0,1727.78,-1727.78,Direct Debit,Glasgow,True,False,3566.93,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000099,2025-01-04,2025-01-01,2025,January,ACC00032,CUST0026,Expense,Dining,LunchLane,-31.6,31.6,0.0,31.6,-31.6,Mobile Wallet,Bristol,False,False,1320.18,1800.0,1630.61,169.39,0.0941,Within Budget
TXN0000100,2025-01-04,2025-01-01,2025,January,ACC00034,CUST0028,Expense,Rent,CityRent,-1275.77,1275.77,0.0,1275.77,-1275.77,Direct Debit,Leeds,True,False,1693.03,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000101,2025-01-04,2025-01-01,2025,January,ACC00046,CUST0038,Expense,Rent,CityRent,-1910.55,1910.55,0.0,1910.55,-1910.55,Direct Debit,Manchester,True,False,996.17,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000102,2025-01-04,2025-01-01,2025,January,ACC00049,CUST0041,Expense,Rent,CityRent,-1082.36,1082.36,0.0,1082.36,-1082.36,Direct Debit,London,True,False,3400.58,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000103,2025-01-04,2025-01-01,2025,January,ACC00054,CUST0045,Expense,Rent,CityRent,-1798.14,1798.14,0.0,1798.14,-1798.14,Direct Debit,Birmingham,True,False,4295.59,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000104,2025-01-04,2025-01-01,2025,January,ACC00074,CUST0061,Expense,Rent,CityRent,-1528.44,1528.44,0.0,1528.44,-1528.44,Direct Debit,Birmingham,True,False,2250.21,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000105,2025-01-04,2025-01-01,2025,January,ACC00075,CUST0062,Expense,Healthcare,GymCore,-39.0,39.0,0.0,39.0,-39.0,Direct Debit,London,True,False,6080.3,6000.0,8217.26,-2217.26,-0.3695,Over Budget
TXN0000106,2025-01-04,2025-01-01,2025,January,ACC00078,CUST0065,Expense,Rent,CityRent,-1411.63,1411.63,0.0,1411.63,-1411.63,Direct Debit,Edinburgh,True,False,-338.87,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000107,2025-01-04,2025-01-01,2025,January,ACC00083,CUST0069,Expense,Rent,CityRent,-1897.22,1897.22,0.0,1897.22,-1897.22,Direct Debit,London,True,False,1904.14,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000108,2025-01-04,2025-01-01,2025,January,ACC00086,CUST0071,Expense,Rent,CityRent,-1407.08,1407.08,0.0,1407.08,-1407.08,Direct Debit,London,True,False,311.81,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000109,2025-01-04,2025-01-01,2025,January,ACC00089,CUST0074,Expense,Rent,CityRent,-1806.7,1806.7,0.0,1806.7,-1806.7,Direct Debit,Manchester,True,False,1468.99,112000.0,112523.47,-523.47,-0.0047,Near Budget
TXN0000110,2025-01-04,2025-01-01,2025,January,ACC00115,CUST0094,Expense,Healthcare,GymCore,-51.19,51.19,0.0,51.19,-51.19,Direct Debit,Liverpool,True,False,6840.73,6000.0,8217.26,-2217.26,-0.3695,Over Budget
